pin,slack
LCD_RGB_0/cnt_delay[6]:LAT,
LCD_RGB_0/cnt_delay[6]:Q,34953
LCD_RGB_0/cnt_delay[6]:SD,
LCD_RGB_0/cnt_delay[6]:SLn,
LCD_RGB_0/cnt_scan_ns_i_i_0_1[4]:A,37720
LCD_RGB_0/cnt_scan_ns_i_i_0_1[4]:B,37606
LCD_RGB_0/cnt_scan_ns_i_i_0_1[4]:C,37493
LCD_RGB_0/cnt_scan_ns_i_i_0_1[4]:D,35476
LCD_RGB_0/cnt_scan_ns_i_i_0_1[4]:Y,35476
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPB,
LCD_RGB_0/un1_lcd_cs_out_5lto2:A,33803
LCD_RGB_0/un1_lcd_cs_out_5lto2:B,33694
LCD_RGB_0/un1_lcd_cs_out_5lto2:C,33681
LCD_RGB_0/un1_lcd_cs_out_5lto2:Y,33681
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:IPB,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_221_rs:SLn,
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[1]:A,3885
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[1]:B,5960
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[1]:C,2676
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[1]:D,2753
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[1]:Y,2676
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0[1]:A,4969
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0[1]:B,4926
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0[1]:C,2729
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0[1]:D,2582
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0[1]:Y,2582
LCD_RGB_0/data_reg_24_0_am[5]:A,37788
LCD_RGB_0/data_reg_24_0_am[5]:B,33564
LCD_RGB_0/data_reg_24_0_am[5]:C,33886
LCD_RGB_0/data_reg_24_0_am[5]:Y,33564
LCD_RGB_0/cnt_delay[8]:ADn,
LCD_RGB_0/cnt_delay[8]:ALn,
LCD_RGB_0/cnt_delay[8]:CLK,34906
LCD_RGB_0/cnt_delay[8]:D,35933
LCD_RGB_0/cnt_delay[8]:EN,39386
LCD_RGB_0/cnt_delay[8]:LAT,
LCD_RGB_0/cnt_delay[8]:Q,34906
LCD_RGB_0/cnt_delay[8]:SD,
LCD_RGB_0/cnt_delay[8]:SLn,
GPIO_0_M2F_obuf/U0/U_IOPAD:D,
GPIO_0_M2F_obuf/U0/U_IOPAD:E,
GPIO_0_M2F_obuf/U0/U_IOPAD:PAD,
CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_GPOUT_reg41:A,3549
CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_GPOUT_reg41:B,3219
CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_GPOUT_reg41:C,2637
CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_GPOUT_reg41:D,2158
CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_GPOUT_reg41:Y,2158
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_200_rs:SLn,
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:ALn,4649
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:CLK,5046
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:D,7280
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:EN,3546
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:Q,5046
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:SD,
reg_apb_wrp_0/reg16x8_0/mem_11_[6]:SLn,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:IPB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:ALn,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:CLK,5009
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:Q,5009
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_61_set:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:ALn,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:CLK,5052
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:Q,5052
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_105_set:SLn,
LCD_RGB_0/color_word_msb_color_word_msb_0_0/FF_27:EN,
LCD_RGB_0/cnt_word_0_sqmuxa_1:A,
LCD_RGB_0/cnt_word_0_sqmuxa_1:B,35791
LCD_RGB_0/cnt_word_0_sqmuxa_1:C,35779
LCD_RGB_0/cnt_word_0_sqmuxa_1:D,35683
LCD_RGB_0/cnt_word_0_sqmuxa_1:Y,35683
FCCC_0/GL1_INST/U0_RGB1:An,
FCCC_0/GL1_INST/U0_RGB1:ENn,
FCCC_0/GL1_INST/U0_RGB1:YL,
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[4]:A,3885
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[4]:B,5960
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[4]:C,2676
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[4]:D,2753
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_11[4]:Y,2676
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[11]:B,5016
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[11]:C,7050
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[11]:CC,4944
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[11]:P,5016
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[11]:S,4944
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[11]:UB,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_1/FF_19:EN,
LCD_RGB_0/cnt_write_RNO[4]:A,38625
LCD_RGB_0/cnt_write_RNO[4]:B,37423
LCD_RGB_0/cnt_write_RNO[4]:C,39490
LCD_RGB_0/cnt_write_RNO[4]:D,39383
LCD_RGB_0/cnt_write_RNO[4]:Y,37423
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:ALn,4604
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:CLK,6034
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:D,7129
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:EN,3546
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:Q,6034
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:SD,
reg_apb_wrp_0/reg16x8_0/mem_0_[3]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_139:A,6927
reg_apb_wrp_0/reg16x8_0/un1_data_out8_139:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_139:C,4604
reg_apb_wrp_0/reg16x8_0/un1_data_out8_139:Y,4604
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:IPA,
PWMctr_0/un5_CNT_cry_4:B,7786
PWMctr_0/un5_CNT_cry_4:CC,7127
PWMctr_0/un5_CNT_cry_4:P,
PWMctr_0/un5_CNT_cry_4:S,7127
PWMctr_0/un5_CNT_cry_4:UB,
LCD_RGB_0/un1_lcd_cs_out_13lto3:A,33570
LCD_RGB_0/un1_lcd_cs_out_13lto3:B,33486
LCD_RGB_0/un1_lcd_cs_out_13lto3:C,33442
LCD_RGB_0/un1_lcd_cs_out_13lto3:D,33367
LCD_RGB_0/un1_lcd_cs_out_13lto3:Y,33367
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:ALn,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:CLK,5097
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:Q,5097
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_112_set:SLn,
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_13:B,
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_13:C,7198
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_13:IPB,
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_13:IPC,7198
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_10:B,
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_10:C,
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_10:IPB,
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_10:IPC,
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[14]:B,5651
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[14]:C,7676
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[14]:CC,4898
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[14]:P,
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[14]:S,4898
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[14]:UB,
PWMctr_0/timer[23]:ADn,
PWMctr_0/timer[23]:ALn,
PWMctr_0/timer[23]:CLK,6835
PWMctr_0/timer[23]:D,2896
PWMctr_0/timer[23]:EN,
PWMctr_0/timer[23]:LAT,
PWMctr_0/timer[23]:Q,6835
PWMctr_0/timer[23]:SD,
PWMctr_0/timer[23]:SLn,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:IPB,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_253:IPC,
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:ADn,
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:ALn,
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:CLK,5241
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:D,8867
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:EN,6662
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:LAT,
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:Q,5241
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:SD,
corepwm_0/genblk3_corepwm_reg_if/period_reg[14]:SLn,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_119:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_119:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_119:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_119:IPB,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_287:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_287:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_287:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_287:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_287:IPB,
LCD_RGB_0/un1_lcd_cs_out_u[3]:A,33775
LCD_RGB_0/un1_lcd_cs_out_u[3]:B,33038
LCD_RGB_0/un1_lcd_cs_out_u[3]:C,34496
LCD_RGB_0/un1_lcd_cs_out_u[3]:Y,33038
reg_apb_wrp_0/reg16x8_0/mem_14__RNI7C0H[2]:A,5097
reg_apb_wrp_0/reg16x8_0/mem_14__RNI7C0H[2]:B,
reg_apb_wrp_0/reg16x8_0/mem_14__RNI7C0H[2]:C,4969
reg_apb_wrp_0/reg16x8_0/mem_14__RNI7C0H[2]:Y,4969
LCD_RGB_0/color_word_lsb_color_word_lsb_0_0/FF_2:EN,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_0/CFG_12:B,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_0/CFG_12:C,33196
LCD_RGB_0/color_word_lsb_color_word_lsb_0_0/CFG_12:IPB,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_0/CFG_12:IPC,33196
corepwm_0/genblk6_corepwm_pwm_gen/m25:A,2868
corepwm_0/genblk6_corepwm_pwm_gen/m25:B,3365
corepwm_0/genblk6_corepwm_pwm_gen/m25:C,3257
corepwm_0/genblk6_corepwm_pwm_gen/m25:D,3281
corepwm_0/genblk6_corepwm_pwm_gen/m25:Y,2868
LCD_RGB_0/state[4]:ADn,
LCD_RGB_0/state[4]:ALn,
LCD_RGB_0/state[4]:CLK,34669
LCD_RGB_0/state[4]:D,35264
LCD_RGB_0/state[4]:EN,
LCD_RGB_0/state[4]:LAT,
LCD_RGB_0/state[4]:Q,34669
LCD_RGB_0/state[4]:SD,
LCD_RGB_0/state[4]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:ALn,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:CLK,5174
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:Q,5174
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_201:A,6927
reg_apb_wrp_0/reg16x8_0/un1_data_out8_201:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_201:C,4604
reg_apb_wrp_0/reg16x8_0/un1_data_out8_201:Y,4604
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:ADn,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:ALn,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:CLK,5915
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:D,7371
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:EN,3319
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:LAT,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:Q,5915
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:SD,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[2]_psh_negedge_reg[26]:SLn,
CoreGPIO_0/GPIO_OUT[0]:A,
CoreGPIO_0/GPIO_OUT[0]:B,
CoreGPIO_0/GPIO_OUT[0]:Y,
reg_apb_wrp_0/reg16x8_0/mem_6__1_sqmuxa_0_a2:A,3546
reg_apb_wrp_0/reg16x8_0/mem_6__1_sqmuxa_0_a2:B,4652
reg_apb_wrp_0/reg16x8_0/mem_6__1_sqmuxa_0_a2:Y,3546
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_58:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_58:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_58:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_58:IPB,
reg_apb_wrp_0/reg16x8_0/data_out_RNO[4]:A,3783
reg_apb_wrp_0/reg16x8_0/data_out_RNO[4]:B,3690
reg_apb_wrp_0/reg16x8_0/data_out_RNO[4]:C,2676
reg_apb_wrp_0/reg16x8_0/data_out_RNO[4]:D,2504
reg_apb_wrp_0/reg16x8_0/data_out_RNO[4]:Y,2504
LCD_RGB_0/color_word_lsb_color_word_lsb_0_1/CFG_26:C,40506
LCD_RGB_0/color_word_lsb_color_word_lsb_0_1/CFG_26:IPC,40506
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:ALn,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:CLK,6088
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:Q,6088
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_124_set:SLn,
LCD_RGB_0/un1_x_cnt_16_RNI8IBQ8:A,34861
LCD_RGB_0/un1_x_cnt_16_RNI8IBQ8:B,33525
LCD_RGB_0/un1_x_cnt_16_RNI8IBQ8:C,33418
LCD_RGB_0/un1_x_cnt_16_RNI8IBQ8:D,33038
LCD_RGB_0/un1_x_cnt_16_RNI8IBQ8:Y,33038
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s_453:B,4858
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s_453:CC,
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s_453:P,4858
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s_453:UB,
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_6[7]:A,6111
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_6[7]:B,6028
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_6[7]:C,2355
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_6[7]:D,3982
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_6[7]:Y,2355
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_6:C,
reg_apb_demo_0/reg_demo_0/mem_mem_0_0/CFG_6:IPC,
reg_apb_wrp_0/reg16x8_0/mem_8__1_sqmuxa_0_a2:A,3546
reg_apb_wrp_0/reg16x8_0/mem_8__1_sqmuxa_0_a2:B,4607
reg_apb_wrp_0/reg16x8_0/mem_8__1_sqmuxa_0_a2:Y,3546
PWMctr_0/un1_h_time_cry_11:B,5037
PWMctr_0/un1_h_time_cry_11:CC,
PWMctr_0/un1_h_time_cry_11:P,5037
PWMctr_0/un1_h_time_cry_11:S,
PWMctr_0/un1_h_time_cry_11:UB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_10_set_RNI9A5D:A,6253
reg_apb_wrp_0/reg16x8_0/un1_data_out8_10_set_RNI9A5D:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_10_set_RNI9A5D:C,6125
reg_apb_wrp_0/reg16x8_0/un1_data_out8_10_set_RNI9A5D:Y,6125
LCD_RGB_0/num_delay_1_sqmuxa_0_a2:A,38652
LCD_RGB_0/num_delay_1_sqmuxa_0_a2:B,39544
LCD_RGB_0/num_delay_1_sqmuxa_0_a2:Y,38652
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:ADn,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:ALn,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:CLK,4924
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:D,7129
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:EN,3049
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:LAT,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:Q,4924
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:SD,
corepwm_0/genblk3_corepwm_reg_if/gen_pos_neg_shregs[3]_psh_negedge_reg[36]:SLn,
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_5[14]:A,4409
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_5[14]:B,3264
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_5[14]:C,6103
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_5[14]:D,4103
corepwm_0/genblk3_corepwm_reg_if/PRDATA_regif_5[14]:Y,3264
LCD_RGB_0/un1_lcd_cs_out_37_RNIPK1M[0]:A,37631
LCD_RGB_0/un1_lcd_cs_out_37_RNIPK1M[0]:B,37629
LCD_RGB_0/un1_lcd_cs_out_37_RNIPK1M[0]:Y,37629
LCD_RGB_0/y_cnt_cry[3]:B,36385
LCD_RGB_0/y_cnt_cry[3]:C,39299
LCD_RGB_0/y_cnt_cry[3]:CC,36730
LCD_RGB_0/y_cnt_cry[3]:P,
LCD_RGB_0/y_cnt_cry[3]:S,36385
LCD_RGB_0/y_cnt_cry[3]:UB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_218_rs:SLn,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_0/CFG_7:C,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_0/CFG_7:IPC,
LCD_RGB_0/state_ns_0_o2_RNI0TRU[5]:A,38594
LCD_RGB_0/state_ns_0_o2_RNI0TRU[5]:B,38526
LCD_RGB_0/state_ns_0_o2_RNI0TRU[5]:C,38400
LCD_RGB_0/state_ns_0_o2_RNI0TRU[5]:D,37379
LCD_RGB_0/state_ns_0_o2_RNI0TRU[5]:Y,37379
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:ALn,4604
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:CLK,4926
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:D,7175
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:EN,3546
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:Q,4926
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:SD,
reg_apb_wrp_0/reg16x8_0/mem_12_[1]:SLn,
LCD_RGB_0/un1_cnt_delay_cry_15_RNILP7B_CC_1:CC[0],35912
LCD_RGB_0/un1_cnt_delay_cry_15_RNILP7B_CC_1:CC[1],35834
LCD_RGB_0/un1_cnt_delay_cry_15_RNILP7B_CC_1:CC[2],35776
LCD_RGB_0/un1_cnt_delay_cry_15_RNILP7B_CC_1:CC[3],35866
LCD_RGB_0/un1_cnt_delay_cry_15_RNILP7B_CC_1:CC[4],35795
